3,1,1621.64,551.98,56.05,122.11,1,-1,-1,-1
3,2,104.42,718.82,48.08,102.19,1,-1,-1,-1
3,3,1372.35,510.55,39.60,101.97,1,-1,-1,-1
3,4,1538.30,558.56,43.05,115.11,1,-1,-1,-1
3,5,498.72,548.48,36.04,92.11,1,-1,-1,-1
3,6,1490.79,513.41,28.59,75.54,1,-1,-1,-1
3,7,1449.78,503.72,29.77,76.42,1,-1,-1,-1
3,8,539.88,549.14,33.00,89.00,1,-1,-1,-1
3,9,259.56,589.00,46.67,147.80,1,-1,-1,-1
3,10,172.73,577.76,51.48,152.44,1,-1,-1,-1
3,11,672.99,523.52,25.02,70.06,1,-1,-1,-1
3,13,651.68,526.08,24.99,69.00,1,-1,-1,-1
3,15,824.48,507.91,19.02,44.06,1,-1,-1,-1
3,16,639.89,527.92,26.07,67.19,1,-1,-1,-1
3,17,794.06,508.59,18.04,42.11,1,-1,-1,-1
3,18,777.33,510.75,18.00,45.00,1,-1,-1,-1
4,1,1632.40,552.68,56.22,122.44,1,-1,-1,-1
4,2,92.44,720.98,48.14,102.38,1,-1,-1,-1
4,3,1376.90,510.85,39.48,101.69,1,-1,-1,-1
4,4,1544.85,559.38,43.65,116.67,1,-1,-1,-1
4,5,497.88,549.64,36.05,92.14,1,-1,-1,-1
4,6,1496.05,511.62,28.69,75.80,1,-1,-1,-1
4,7,1456.29,502.87,29.83,76.55,1,-1,-1,-1
4,8,539.77,550.16,33.04,89.08,1,-1,-1,-1
4,9,256.44,592.25,46.38,146.90,1,-1,-1,-1
4,10,164.98,580.49,52.49,155.48,1,-1,-1,-1
4,11,674.47,519.36,24.90,69.72,1,-1,-1,-1
4,13,651.72,527.34,24.97,68.97,1,-1,-1,-1
4,15,826.26,508.15,19.17,44.39,1,-1,-1,-1
4,16,639.13,530.25,26.08,67.25,1,-1,-1,-1
4,17,794.71,509.04,18.29,42.69,1,-1,-1,-1
4,18,777.76,509.51,18.03,45.08,1,-1,-1,-1
5,1,1638.86,562.84,56.31,122.59,1,-1,-1,-1
5,2,76.29,716.89,49.11,104.55,1,-1,-1,-1
5,3,1381.06,513.94,39.21,100.98,1,-1,-1,-1
5,4,1551.52,567.37,43.88,117.21,1,-1,-1,-1
5,5,496.51,546.31,36.17,92.47,1,-1,-1,-1
5,6,1499.05,519.81,28.76,75.98,1,-1,-1,-1
5,7,1458.78,507.92,29.77,76.35,1,-1,-1,-1
5,8,539.09,545.17,33.06,89.12,1,-1,-1,-1
5,9,244.80,584.52,47.67,150.99,1,-1,-1,-1
5,10,154.43,572.43,52.67,155.96,1,-1,-1,-1
5,11,674.51,517.45,24.87,69.66,1,-1,-1,-1
5,13,651.72,526.24,24.96,68.97,1,-1,-1,-1
5,15,828.26,507.12,19.26,44.60,1,-1,-1,-1
5,16,639.30,528.13,26.10,67.28,1,-1,-1,-1
5,17,795.56,508.60,18.51,43.22,1,-1,-1,-1
5,18,778.03,508.15,18.07,45.17,1,-1,-1,-1
6,1,1650.65,574.23,56.41,122.67,1,-1,-1,-1
6,2,62.79,728.77,50.03,106.67,1,-1,-1,-1
6,3,1384.34,526.59,38.73,99.77,1,-1,-1,-1
6,4,1560.84,577.45,44.09,117.65,1,-1,-1,-1
6,5,495.87,552.22,36.25,92.67,1,-1,-1,-1
6,6,1504.64,527.21,28.99,76.54,1,-1,-1,-1
6,7,1462.68,514.95,31.04,79.63,1,-1,-1,-1
6,8,536.12,553.15,33.11,89.22,1,-1,-1,-1
6,9,238.65,593.77,47.72,151.19,1,-1,-1,-1
6,10,145.67,583.70,52.95,156.77,1,-1,-1,-1
6,11,674.72,528.00,24.82,69.58,1,-1,-1,-1
6,13,652.36,533.39,24.97,69.05,1,-1,-1,-1
6,15,829.15,514.34,19.32,44.75,1,-1,-1,-1
6,16,637.90,535.47,26.14,67.47,1,-1,-1,-1
6,17,796.03,514.46,18.71,43.70,1,-1,-1,-1
6,18,778.72,516.46,18.10,45.22,1,-1,-1,-1
6,21,1361.13,505.02,23.04,53.08,1,-1,-1,-1
7,1,1657.16,575.64,56.66,123.17,1,-1,-1,-1
7,2,50.87,733.41,50.53,107.91,1,-1,-1,-1
7,3,1387.37,526.14,38.85,100.19,1,-1,-1,-1
7,4,1565.97,573.74,47.33,126.27,1,-1,-1,-1
7,5,494.84,551.48,36.45,93.17,1,-1,-1,-1
7,6,1508.44,525.17,29.15,76.94,1,-1,-1,-1
7,7,1465.29,508.61,31.60,81.08,1,-1,-1,-1
7,8,534.68,554.53,33.15,89.31,1,-1,-1,-1
7,9,232.08,597.30,48.45,153.56,1,-1,-1,-1
7,10,137.85,582.16,53.24,157.58,1,-1,-1,-1
7,11,675.02,527.39,24.81,69.56,1,-1,-1,-1
7,13,652.35,531.42,24.95,69.02,1,-1,-1,-1
7,15,829.87,512.21,19.46,45.06,1,-1,-1,-1
7,16,638.75,535.22,25.63,66.17,1,-1,-1,-1
7,17,796.48,511.18,18.90,44.15,1,-1,-1,-1
7,18,778.90,512.78,18.13,45.28,1,-1,-1,-1
7,21,1359.16,495.47,28.50,65.67,1,-1,-1,-1
8,1,1663.98,582.87,56.92,123.62,1,-1,-1,-1
8,2,34.17,743.20,50.87,108.82,1,-1,-1,-1
8,3,1390.85,529.00,38.63,99.67,1,-1,-1,-1
8,4,1573.28,580.02,47.91,127.79,1,-1,-1,-1
8,5,493.33,553.16,36.62,93.61,1,-1,-1,-1
8,6,1514.09,532.34,29.26,77.25,1,-1,-1,-1
8,7,1467.90,514.08,31.84,81.66,1,-1,-1,-1
8,8,533.14,557.05,33.21,89.42,1,-1,-1,-1
8,9,222.14,605.14,46.99,148.91,1,-1,-1,-1
8,10,124.82,587.46,53.52,158.36,1,-1,-1,-1
8,11,675.90,529.76,24.82,69.55,1,-1,-1,-1
8,13,652.07,533.93,24.97,69.11,1,-1,-1,-1
8,15,829.66,516.61,19.52,45.23,1,-1,-1,-1
8,16,638.38,535.50,25.97,67.07,1,-1,-1,-1
8,17,796.75,513.45,19.05,44.50,1,-1,-1,-1
8,18,778.81,515.80,18.14,45.27,1,-1,-1,-1
8,21,1359.49,495.85,29.73,68.51,1,-1,-1,-1
8,23,618.70,529.83,22.99,68.97,1,-1,-1,-1
9,1,1670.93,589.76,57.60,124.97,1,-1,-1,-1
9,2,17.44,745.50,51.15,109.63,1,-1,-1,-1
9,3,1394.13,532.78,38.50,99.35,1,-1,-1,-1
9,4,1580.36,585.41,48.35,128.93,1,-1,-1,-1
9,5,492.13,553.29,36.52,93.49,1,-1,-1,-1
9,6,1516.88,535.98,29.36,77.51,1,-1,-1,-1
9,7,1472.97,521.56,29.95,76.76,1,-1,-1,-1
9,8,531.84,557.33,33.26,89.48,1,-1,-1,-1
9,9,213.15,601.30,49.72,157.50,1,-1,-1,-1
9,10,115.07,589.29,53.89,159.34,1,-1,-1,-1
9,11,675.82,527.89,25.93,72.62,1,-1,-1,-1
9,13,651.63,534.73,25.00,69.20,1,-1,-1,-1
9,15,830.08,518.02,19.58,45.37,1,-1,-1,-1
9,16,638.74,534.72,26.04,67.25,1,-1,-1,-1
9,17,796.85,514.02,19.20,44.84,1,-1,-1,-1
9,18,778.73,516.51,18.16,45.30,1,-1,-1,-1
9,21,1365.03,505.59,24.49,56.44,1,-1,-1,-1
9,23,618.13,530.00,22.98,68.96,1,-1,-1,-1
10,1,1676.54,602.39,58.87,127.58,1,-1,-1,-1
10,2,1.50,736.96,51.64,110.94,1,-1,-1,-1
10,3,1397.13,544.40,38.35,99.01,1,-1,-1,-1
10,4,1586.18,599.70,48.43,129.15,1,-1,-1,-1
10,5,489.71,550.57,36.61,93.76,1,-1,-1,-1
10,6,1519.76,548.46,29.40,77.66,1,-1,-1,-1
10,7,1476.04,532.42,29.93,76.71,1,-1,-1,-1
10,8,530.36,554.13,33.39,89.78,1,-1,-1,-1
10,9,202.14,594.91,49.60,157.12,1,-1,-1,-1
10,10,101.35,574.81,54.16,160.08,1,-1,-1,-1
10,11,676.07,526.44,26.04,72.92,1,-1,-1,-1
10,13,650.06,533.68,25.01,69.24,1,-1,-1,-1
10,15,830.26,517.87,19.63,45.50,1,-1,-1,-1
10,16,638.55,536.03,26.05,67.27,1,-1,-1,-1
10,17,795.90,516.49,19.25,44.94,1,-1,-1,-1
10,18,778.84,517.69,18.17,45.33,1,-1,-1,-1
10,21,1366.27,507.61,24.61,56.72,1,-1,-1,-1
10,23,617.29,529.29,22.92,68.79,1,-1,-1,-1
10,25,1195.20,503.04,16.97,37.91,1,-1,-1,-1
11,1,1684.01,594.31,59.37,128.47,1,-1,-1,-1
11,2,-8.88,749.79,51.88,111.85,1,-1,-1,-1
11,3,1399.76,536.47,38.25,98.87,1,-1,-1,-1
11,4,1592.77,594.57,48.69,129.71,1,-1,-1,-1
11,5,487.54,553.55,36.70,94.02,1,-1,-1,-1
11,6,1523.26,541.00,29.66,78.32,1,-1,-1,-1
11,7,1478.39,525.92,29.84,76.39,1,-1,-1,-1
11,8,528.52,555.72,33.52,90.06,1,-1,-1,-1
11,9,192.75,593.83,54.84,173.73,1,-1,-1,-1
11,10,90.64,586.11,54.82,162.01,1,-1,-1,-1
11,11,675.97,527.29,26.12,73.18,1,-1,-1,-1
11,13,649.52,535.08,25.02,69.28,1,-1,-1,-1
11,15,829.64,516.51,19.69,45.65,1,-1,-1,-1
11,17,795.24,517.60,19.28,45.01,1,-1,-1,-1
11,23,616.79,532.09,22.93,68.85,1,-1,-1,-1
11,25,1194.38,499.49,17.00,37.98,1,-1,-1,-1
12,1,1690.96,593.51,59.85,129.40,1,-1,-1,-1
12,2,-21.39,754.14,52.28,112.73,1,-1,-1,-1
12,3,1402.17,535.95,39.25,101.63,1,-1,-1,-1
12,4,1599.62,595.84,49.24,130.94,1,-1,-1,-1
12,5,486.20,555.82,36.77,94.19,1,-1,-1,-1
12,6,1526.59,542.94,29.75,78.59,1,-1,-1,-1
12,7,1480.77,526.58,29.86,76.47,1,-1,-1,-1
12,8,526.74,557.35,33.80,90.73,1,-1,-1,-1
12,9,185.43,596.96,54.21,171.60,1,-1,-1,-1
12,10,77.75,588.17,55.31,163.31,1,-1,-1,-1
12,11,675.61,529.34,26.19,73.43,1,-1,-1,-1
12,13,644.51,539.57,25.01,69.20,1,-1,-1,-1
12,15,829.40,519.35,19.74,45.78,1,-1,-1,-1
12,16,615.30,533.73,27.36,70.66,1,-1,-1,-1
12,17,795.45,519.49,19.22,44.86,1,-1,-1,-1
12,18,777.84,515.86,18.22,45.39,1,-1,-1,-1
12,23,611.09,535.77,22.75,68.26,1,-1,-1,-1
12,25,1193.68,500.63,16.99,37.96,1,-1,-1,-1
13,1,1697.25,592.51,61.89,133.73,1,-1,-1,-1
13,3,1404.50,533.69,39.23,101.59,1,-1,-1,-1
13,4,1606.46,595.06,49.74,132.14,1,-1,-1,-1
13,5,482.25,543.55,36.84,94.36,1,-1,-1,-1
13,6,1531.01,542.30,29.48,77.90,1,-1,-1,-1
13,7,1483.24,524.36,29.78,76.18,1,-1,-1,-1
13,8,525.05,547.45,34.02,91.26,1,-1,-1,-1
13,9,174.94,583.64,54.45,172.30,1,-1,-1,-1
13,10,66.88,574.98,55.84,164.81,1,-1,-1,-1
13,11,675.65,521.30,26.26,73.66,1,-1,-1,-1
13,13,643.74,529.31,25.01,69.12,1,-1,-1,-1
13,15,829.51,511.28,19.79,45.89,1,-1,-1,-1
13,16,612.94,534.52,27.48,70.97,1,-1,-1,-1
13,17,795.73,509.53,19.25,44.89,1,-1,-1,-1
13,18,777.84,516.55,18.23,45.42,1,-1,-1,-1
13,23,609.89,524.43,22.93,68.73,1,-1,-1,-1
13,25,1193.42,501.02,16.99,37.96,1,-1,-1,-1
13,26,1465.21,504.87,22.91,50.78,1,-1,-1,-1
